REPO,FILE,DEV,MINOR,MAJOR,OWNER_LINES,SMELL_COUNT,SMELL_FLAG
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/browbeat/roles/nova-config/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/browbeat/roles/nova-config/tasks/main.yml,1,0,1,1.0,1,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/browbeat/roles/nova-db/handlers/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/browbeat/roles/nova-db/handlers/main.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/browbeat/roles/nova-db/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/browbeat/roles/nova-db/tasks/main.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/browbeat/roles/nova-workers/handlers/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/browbeat/roles/nova-workers/handlers/main.yml,2,0,2,0.83333,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/browbeat/roles/nova-workers/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/browbeat/roles/nova-workers/tasks/main.yml,3,1,2,0.76,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/browbeat/roles/run-task-at/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/browbeat/roles/run-task-at/tasks/main.yml,1,0,1,1.0,2,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/ceph/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/ceph/tasks/main.yml,4,1,3,0.48,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/common/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/common/tasks/main.yml,2,0,2,0.57143,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/compute/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/compute/tasks/main.yml,2,0,2,0.52632,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/controller/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/controller/tasks/main.yml,2,0,2,0.84507,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/glance/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/glance/tasks/main.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/gnocchi/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/gnocchi/tasks/main.yml,2,0,2,0.93333,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/keystone/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/keystone/tasks/main.yml,3,0,3,0.53968,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/neutron/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/neutron/tasks/main.yml,2,0,2,0.75,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/nova/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/nova/tasks/main.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/undercloud/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/check/roles/undercloud/tasks/main.yml,2,0,2,0.90698,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/ceilometer/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/ceilometer/tasks/main.yml,4,0,4,0.58824,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/cinder/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/cinder/tasks/main.yml,4,0,4,0.58824,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/common/handlers/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/common/handlers/main.yml,1,0,1,1.0,1,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/common/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/common/tasks/main.yml,3,1,2,0.66667,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/compute/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/compute/tasks/main.yml,4,1,3,0.38095,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/dump-facts/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/dump-facts/tasks/main.yml,2,0,2,0.83333,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/gather/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/gather/tasks/main.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/glance/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/glance/tasks/main.yml,4,0,4,0.61111,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/gnocchi/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/gnocchi/tasks/main.yml,4,0,4,0.61111,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/heat/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/heat/tasks/main.yml,4,0,4,0.61111,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/keystone/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/keystone/tasks/main.yml,5,1,4,0.73333,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/mistral/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/mistral/tasks/main.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/mysql/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/mysql/tasks/main.yml,2,0,2,0.55882,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/neutron/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/neutron/tasks/main.yml,5,0,5,0.38889,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/nova/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/nova/tasks/main.yml,5,0,5,0.38889,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/rabbitmq/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/rabbitmq/tasks/main.yml,2,0,2,0.52,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/undercloud/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/gather/roles/undercloud/tasks/main.yml,5,3,2,0.57333,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/browbeat-results/handlers/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/browbeat-results/handlers/main.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/browbeat-results/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/browbeat-results/tasks/main.yml,3,2,1,0.95652,3,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/browbeat/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/browbeat/tasks/main.yml,6,2,4,0.46535,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/collectd-generic/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/collectd-generic/tasks/main.yml,2,0,2,0.52174,2,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/collectd-generic/vars/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/collectd-generic/vars/main.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/collectd-openstack/defaults/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/collectd-openstack/defaults/main.yml,4,0,4,0.42941,4,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/collectd-openstack/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/collectd-openstack/tasks/main.yml,2,0,2,0.89583,17,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/common/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/common/tasks/main.yml,4,0,4,0.44444,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/curator/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/curator/tasks/main.yml,2,0,2,0.9,1,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/elasticsearch/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/elasticsearch/tasks/main.yml,5,4,1,0.87692,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/epel/defaults/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/epel/defaults/main.yml,2,0,2,0.66667,2,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/epel/handlers/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/epel/handlers/main.yml,3,0,3,0.7,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/epel/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/epel/tasks/main.yml,6,1,5,0.55882,1,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/es-template/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/es-template/tasks/main.yml,1,0,1,1.0,2,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/filebeat/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/filebeat/tasks/main.yml,4,1,3,0.84694,1,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/firewall/handlers/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/firewall/handlers/main.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/firewall/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/firewall/tasks/main.yml,2,0,2,0.7931,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/flavors/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/flavors/tasks/main.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/flavors/vars/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/flavors/vars/main.yml,2,0,2,0.88235,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/fluentd/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/fluentd/tasks/main.yml,3,1,2,0.78537,2,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/files/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/files/apache_request_latency.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/files/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/files/cloud_instance_count.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/files/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/files/cloud_keystone_token_count.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/files/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/files/cloud_system_performance_comparsion.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/files/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/files/cloud_total_memory_usage.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/files/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/files/openstack_ironic_metrics.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/tasks/main.yml,2,0,2,0.92222,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/carbon.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/ceph_mon.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/cpu_all.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/cpu_cores.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/description.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/df.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/disk.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/ironic_metrics.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/irq.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/load.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/mariadb.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/memory.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/mysql_innodb.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/network.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/neutron_resources.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/numa.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/opendaylight_metrics.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/processes.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/tail.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/templates/partials/turbostat.yaml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/vars/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana-dashboards/vars/main.yml,2,0,2,0.76794,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/grafana/tasks/main.yml,9,4,5,0.47826,1,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/graphite/handlers/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/graphite/handlers/main.yml,2,0,2,0.77778,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/graphite/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/graphite/tasks/main.yml,8,5,3,0.41579,8,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/images/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/images/tasks/main.yml,3,0,3,0.54545,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/tasks/main.yml,3,0,3,0.56497,6,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/keystone_controller_count_dashboards.yml,1,0,1,1.0,56,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/keystone_controller_count_visualizations.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/keystone_osp_version_token_dashboards.yml,1,0,1,1.0,48,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/keystone_osp_version_token_visualizations.yml,2,0,2,0.82258,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/keystone_processes_threads_dashboards.yml,1,0,1,1.0,48,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/keystone_processes_threads_visualizations.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/keystone_ssl_dashboards.yml,1,0,1,1.0,56,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/keystone_ssl_visualizations.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/shaker_cloud_comparison_dashboard.yml,1,0,1,1.0,12,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/shaker_cloud_comparison_visualizations.yml,2,1,1,0.95349,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/shaker_scenario_throughput_concurrency_dashboard.yml,1,0,1,1.0,6,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana-visualization/vars/shaker_scenario_throughput_concurrency_visualizations.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/kibana/tasks/main.yml,5,2,3,0.81366,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/logstash/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/logstash/tasks/main.yml,3,1,2,0.83333,1,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/nginx/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/nginx/tasks/main.yml,5,3,2,0.73869,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/no-sshd-dns/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/no-sshd-dns/tasks/main.yml,2,0,2,0.88889,4,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/osp_version/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/osp_version/tasks/main.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/perfkitbenchmarker/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/perfkitbenchmarker/tasks/main.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/rally/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/rally/tasks/main.yml,4,2,2,0.75,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/repo/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/repo/tasks/main.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/rsyslog-install/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/rsyslog-install/tasks/main.yml,3,1,2,0.91525,3,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/rsyslog-templates/defaults/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/rsyslog-templates/defaults/main.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/rsyslog-templates/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/rsyslog-templates/tasks/main.yml,4,3,1,0.96622,1,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/shaker/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/shaker/tasks/main.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/statsd-install/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/statsd-install/tasks/main.yml,3,0,3,0.78788,2,1
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/statsd-ironic/defaults/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/statsd-ironic/defaults/main.yml,1,0,1,1.0,0,0
/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/statsd-ironic/tasks/,/home/brokenquark/ostk-ansi/ostk-ansi/browbeat/ansible/install/roles/statsd-ironic/tasks/main.yml,1,0,1,1.0,0,0
