MONTH,FILE_NAME,HARD_CODE_SECR,EMPT_PASS,HTTP_USAG,BIND_USAG,SUSP_COMM,INTE_CHCK,TOTAL
2019-03-09 02:05:34.438611, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/gluster/tasks/main.yml,0,0,0,0,1,0,1
2019-03-09 02:05:34.451010, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/certs/defaults/main.yml,4,0,0,0,0,0,4
2019-03-09 02:05:34.482717, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/demo/defaults/main.yml,6,0,0,0,0,0,6
2019-03-09 02:05:34.493440, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/oraclejdk/defaults/main.yml,0,0,1,0,0,0,1
2019-03-09 02:05:34.505082, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/splunkforwarder/defaults/main.yml,0,1,0,0,0,0,1
2019-03-09 02:05:34.516088, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/splunkforwarder/tasks/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:34.534036, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/notifier/defaults/main.yml,2,2,0,0,0,0,4
2019-03-09 02:05:34.568033, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/edx_ansible/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:34.592112, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/snort/defaults/main.yml,0,0,2,0,0,1,3
2019-03-09 02:05:34.612168, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/mariadb/defaults/main.yml,3,0,0,0,0,0,3
2019-03-09 02:05:34.652377, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/minos/meta/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:34.672375, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/gitreload/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:34.699065, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/locust/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:34.714820, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/s3fs/defaults/main.yml,0,0,1,0,0,0,1
2019-03-09 02:05:34.728125, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/mongo/defaults/main.yml,7,0,1,0,0,0,8
2019-03-09 02:05:34.902330, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/edxapp/defaults/main.yml,16,1,2,0,1,0,20
2019-03-09 02:05:34.971443, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/edxapp/tasks/deploy.yml,0,0,0,0,3,0,3
2019-03-09 02:05:35.016391, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/edx_notes_api/defaults/main.yml,3,0,0,0,0,0,3
2019-03-09 02:05:35.056452, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/rabbitmq/defaults/main.yml,5,0,2,0,0,1,8
2019-03-09 02:05:35.073493, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/rabbitmq/tasks/main.yml,1,0,0,0,1,0,2
2019-03-09 02:05:35.079442, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/analytics_pipeline/defaults/main.yml,2,0,0,0,0,0,2
2019-03-09 02:05:35.116520, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/insights/defaults/main.yml,7,0,1,0,0,0,8
2019-03-09 02:05:35.138100, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/sitespeedio/tasks/main.yml,0,0,0,0,1,0,1
2019-03-09 02:05:35.144723, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/supervisor/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:35.164360, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/browsers/defaults/main.yml,0,0,1,0,0,1,2
2019-03-09 02:05:35.177419, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/nltk/defaults/main.yml,0,0,3,0,0,3,6
2019-03-09 02:05:35.195197, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/analytics_api/defaults/main.yml,8,0,0,0,0,0,8
2019-03-09 02:05:35.280439, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/mongo_3_0/defaults/main.yml,7,0,0,0,0,0,7
2019-03-09 02:05:35.351434, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/jenkins_worker/defaults/main.yml,1,0,0,0,0,1,2
2019-03-09 02:05:35.361720, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/jenkins_worker/tasks/system.yml,0,0,0,0,2,0,2
2019-03-09 02:05:35.394602, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/datadog/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:35.416692, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/xqueue/defaults/main.yml,5,0,0,0,0,0,5
2019-03-09 02:05:35.463662, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/nginx/defaults/main.yml,2,0,0,0,0,0,2
2019-03-09 02:05:35.493722, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/shibboleth/defaults/main.yml,3,0,1,0,0,0,4
2019-03-09 02:05:35.509657, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/jscover/defaults/main.yml,0,0,1,0,0,0,1
2019-03-09 02:05:35.547054, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/hive/defaults/main.yml,2,0,1,0,0,0,3
2019-03-09 02:05:35.568462, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/local_dev/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:35.583881, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/cassandra/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:35.594771, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/roles/cassandra/tasks/main.yml,0,0,1,0,0,0,1
2019-03-09 02:05:35.629755, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/edx-west/stage-worker.yml,1,0,0,0,0,0,1
2019-03-09 02:05:35.701151, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/edx-west/stage-notifier-only.yml,1,0,0,0,0,0,1
2019-03-09 02:05:35.888886, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/edx-east/edx_provision.yml,3,0,0,0,0,0,3
2019-03-09 02:05:35.903007, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/edx-east/add-ubuntu-key.yml,1,0,0,0,0,0,1
2019-03-09 02:05:35.950565, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/edx-east/remove-ubuntu-key.yml,1,0,0,0,0,0,1
2019-03-09 02:05:35.977452, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/edx-east/edx_notifier.yml,5,0,0,0,0,0,5
2019-03-09 02:05:36.050697, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/edx-east/edx_service.yml,1,0,0,0,0,0,1
2019-03-09 02:05:36.119826, /home/brokenquark/repo-ansi/antshin72@configuration/playbooks/edx-east/ora2.yml,3,0,0,0,0,0,3
2019-03-09 02:05:55.035319, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/cloud-status.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.040715, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/streisand.yml,2,0,0,0,0,0,2
2019-03-09 02:05:55.085090, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/common/tasks/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.109641, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/wireguard/tasks/main.yml,2,0,0,0,0,0,2
2019-03-09 02:05:55.149726, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/ec2-security-group/tasks/main.yml,0,0,0,15,0,0,15
2019-03-09 02:05:55.159022, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/streisand-gateway/vars/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.161264, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/streisand-gateway/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.186821, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/streisand-gateway/tasks/main.yml,4,0,0,0,0,0,4
2019-03-09 02:05:55.195029, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/openconnect/vars/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.224802, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/openconnect/tasks/main.yml,11,0,0,0,0,0,11
2019-03-09 02:05:55.230367, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/rsyslog/tasks/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.248539, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/tor-bridge/tasks/main.yml,4,0,0,0,0,0,4
2019-03-09 02:05:55.250785, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/ssh/vars/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.263058, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/ssh/tasks/main.yml,6,0,0,0,0,0,6
2019-03-09 02:05:55.265478, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/genesis-amazon/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.281112, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/genesis-amazon/tasks/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.284116, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/genesis-digitalocean/defaults/main.yml,2,0,0,0,0,0,2
2019-03-09 02:05:55.308617, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/streisand-mirror/vars/stunnel.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.316055, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/streisand-mirror/vars/openvpn.yml,1,0,1,0,0,0,2
2019-03-09 02:05:55.321679, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/streisand-mirror/vars/ssh.yml,1,0,1,0,0,0,2
2019-03-09 02:05:55.329317, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/streisand-mirror/vars/tor.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.334311, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/streisand-mirror/tasks/openconnect.yml,2,0,0,0,0,0,2
2019-03-09 02:05:55.340839, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/streisand-mirror/tasks/download-and-verify.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.345207, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/streisand-mirror/tasks/shadowsocks.yml,2,0,0,0,0,0,2
2019-03-09 02:05:55.350946, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/streisand-mirror/tasks/stunnel.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.356473, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/streisand-mirror/tasks/openvpn.yml,2,0,0,0,0,0,2
2019-03-09 02:05:55.360608, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/streisand-mirror/tasks/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.366296, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/streisand-mirror/tasks/ssh.yml,2,0,0,0,0,0,2
2019-03-09 02:05:55.372945, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/streisand-mirror/tasks/tor.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.375245, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/monit/tasks/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.394456, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/l2tp-ipsec/vars/sysctl-values.yml,24,0,0,0,0,0,24
2019-03-09 02:05:55.417694, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/l2tp-ipsec/tasks/main.yml,11,0,0,0,0,0,11
2019-03-09 02:05:55.429705, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/openvpn/vars/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.465735, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/openvpn/tasks/main.yml,4,0,0,0,0,0,4
2019-03-09 02:05:55.481353, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/gce-network/tasks/main.yml,0,0,0,6,0,0,6
2019-03-09 02:05:55.494342, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/genesis-google/tasks/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.502794, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/nginx/tasks/main.yml,2,0,0,0,0,0,2
2019-03-09 02:05:55.504844, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/genesis-linode/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.513168, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/stunnel/vars/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.521538, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/stunnel/tasks/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.525393, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/rc-local/tasks/main.yml,1,0,0,0,0,0,1
2019-03-09 02:05:55.538043, /home/brokenquark/repo-ansi/atulsian89@Streisand/playbooks/roles/shadowsocks/tasks/main.yml,3,0,0,0,0,0,3
2019-03-09 02:06:01.778361, /home/brokenquark/repo-ansi/benregn@cookiecutter-django-ansible/{{cookiecutter.repo_name}}/provisioning/playbooks/roles/rabbitmq/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:06:09.339201, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/jenkins_master/defaults/main.yml,1,0,1,0,0,0,2
2019-03-09 02:06:09.359468, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/jenkins_master/tasks/main.yml,0,0,0,0,4,0,4
2019-03-09 02:06:09.375751, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/common/defaults/main.yml,11,1,2,0,0,0,14
2019-03-09 02:06:09.390808, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/common/tasks/main.yml,0,0,0,0,1,0,1
2019-03-09 02:06:09.413697, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/harprofiler/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:06:09.481074, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/edx_service_rds/defaults/main.yml,2,0,0,4,0,0,6
2019-03-09 02:06:09.537115, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/newrelic-npi/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:06:09.561207, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/xserver/defaults/main.yml,2,0,0,0,0,0,2
2019-03-09 02:06:09.596433, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/test_build_server/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:06:09.611343, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/aws/defaults/main.yml,3,0,1,0,1,1,6
2019-03-09 02:06:09.627668, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/aws/tasks/main.yml,1,0,0,0,2,0,3
2019-03-09 02:06:09.642740, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/forum/defaults/main.yml,3,0,0,1,0,0,4
2019-03-09 02:06:09.715098, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/ora/defaults/main.yml,7,0,0,0,0,0,7
2019-03-09 02:06:09.747336, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/redis/defaults/main.yml,1,1,0,0,0,0,2
2019-03-09 02:06:09.758163, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/elasticsearch/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:06:09.777419, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/antivirus/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:06:09.805358, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/flower/defaults/main.yml,4,0,0,1,0,0,5
2019-03-09 02:06:09.819627, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/gh_mirror/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:06:09.836750, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/elasticsearch-monitor/tasks/main.yml,1,0,0,0,0,0,1
2019-03-09 02:06:09.842563, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/devpi/defaults/main.yml,2,0,0,0,0,0,2
2019-03-09 02:06:09.882401, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/user/defaults/main.yml,0,0,0,0,1,0,1
2019-03-09 02:06:09.938341, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/ecommerce/defaults/main.yml,7,0,0,0,0,0,7
2019-03-09 02:06:09.972851, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/newrelic/tasks/newrelic-logwatcher.yml,1,0,0,0,0,0,1
2019-03-09 02:06:09.995929, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/newrelic/meta/main.yml,2,0,0,0,0,0,2
2019-03-09 02:06:10.007623, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/alton/defaults/main.yml,6,0,0,0,0,0,6
2019-03-09 02:06:10.059013, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/gluster/tasks/main.yml,0,0,0,0,1,0,1
2019-03-09 02:06:10.071719, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/certs/defaults/main.yml,4,0,0,0,0,0,4
2019-03-09 02:06:10.107988, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/demo/defaults/main.yml,6,0,0,0,0,0,6
2019-03-09 02:06:10.119952, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/oraclejdk/defaults/main.yml,0,0,1,0,0,0,1
2019-03-09 02:06:10.132153, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/splunkforwarder/defaults/main.yml,0,1,0,0,0,0,1
2019-03-09 02:06:10.142413, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/splunkforwarder/tasks/main.yml,1,0,0,0,0,0,1
2019-03-09 02:06:10.160298, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/notifier/defaults/main.yml,2,2,0,0,0,0,4
2019-03-09 02:06:10.202183, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/edx_ansible/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:06:10.234276, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/snort/defaults/main.yml,0,0,2,0,0,1,3
2019-03-09 02:06:10.264895, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/mariadb/defaults/main.yml,3,0,0,0,0,0,3
2019-03-09 02:06:10.314453, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/minos/meta/main.yml,1,0,0,0,0,0,1
2019-03-09 02:06:10.338993, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/gitreload/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:06:10.366449, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/locust/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:06:10.383164, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/s3fs/defaults/main.yml,0,0,1,0,0,0,1
2019-03-09 02:06:10.398586, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/mongo/defaults/main.yml,7,0,1,0,0,0,8
2019-03-09 02:06:10.597305, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/edxapp/defaults/main.yml,16,1,2,0,1,0,20
2019-03-09 02:06:10.665796, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/edxapp/tasks/deploy.yml,0,0,0,0,3,0,3
2019-03-09 02:06:10.718974, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/edx_notes_api/defaults/main.yml,3,0,0,0,0,0,3
2019-03-09 02:06:10.762171, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/rabbitmq/defaults/main.yml,5,0,2,0,0,1,8
2019-03-09 02:06:10.786872, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/rabbitmq/tasks/main.yml,1,0,0,0,1,0,2
2019-03-09 02:06:10.814726, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/insights/defaults/main.yml,7,0,1,0,0,0,8
2019-03-09 02:06:10.848221, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/supervisor/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:06:10.873088, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/browsers/defaults/main.yml,0,0,1,0,0,1,2
2019-03-09 02:06:10.888771, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/nltk/defaults/main.yml,0,0,3,0,0,3,6
2019-03-09 02:06:10.911202, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/analytics_api/defaults/main.yml,8,0,0,0,0,0,8
2019-03-09 02:06:11.066808, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/jenkins_worker/defaults/main.yml,1,0,0,0,0,1,2
2019-03-09 02:06:11.092984, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/jenkins_worker/tasks/system.yml,0,0,0,0,2,0,2
2019-03-09 02:06:11.120498, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/datadog/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:06:11.154403, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/xqueue/defaults/main.yml,5,0,0,0,0,0,5
2019-03-09 02:06:11.191597, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/nginx/defaults/main.yml,2,0,0,0,0,0,2
2019-03-09 02:06:11.218076, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/shibboleth/defaults/main.yml,3,0,1,0,0,0,4
2019-03-09 02:06:11.227826, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/jscover/defaults/main.yml,0,0,1,0,0,0,1
2019-03-09 02:06:11.256395, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/local_dev/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:06:11.270992, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/cassandra/defaults/main.yml,1,0,0,0,0,0,1
2019-03-09 02:06:11.282496, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/roles/cassandra/tasks/main.yml,0,0,1,0,0,0,1
2019-03-09 02:06:11.306853, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/edx-west/stage-worker.yml,1,0,0,0,0,0,1
2019-03-09 02:06:11.383350, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/edx-west/stage-notifier-only.yml,1,0,0,0,0,0,1
2019-03-09 02:06:11.557456, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/edx-east/edx_provision.yml,3,0,0,0,0,0,3
2019-03-09 02:06:11.566482, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/edx-east/add-ubuntu-key.yml,1,0,0,0,0,0,1
2019-03-09 02:06:11.607047, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/edx-east/remove-ubuntu-key.yml,1,0,0,0,0,0,1
2019-03-09 02:06:11.631624, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/edx-east/edx_notifier.yml,5,0,0,0,0,0,5
2019-03-09 02:06:11.716756, /home/brokenquark/repo-ansi/bugcy013@edx_infra/playbooks/edx-east/ora2.yml,3,0,0,0,0,0,3
2019-03-09 02:06:11.952713, /home/brokenquark/repo-ansi/carlosthe19916@openshift-ansible/playbooks/common/openshift-master/config.yml,1,0,0,0,0,0,1
2019-03-09 02:06:12.023982, /home/brokenquark/repo-ansi/carlosthe19916@openshift-ansible/playbooks/aws/ansible-tower/config.yml,1,0,0,0,0,0,1
2019-03-09 02:06:12.026397, /home/brokenquark/repo-ansi/carlosthe19916@openshift-ansible/playbooks/aws/ansible-tower/vars.ops.yml,1,0,0,0,0,0,1
2019-03-09 02:06:12.037331, /home/brokenquark/repo-ansi/carlosthe19916@openshift-ansible/playbooks/aws/ansible-tower/launch.yml,1,0,0,0,0,0,1
2019-03-09 02:06:12.055023, /home/brokenquark/repo-ansi/carlosthe19916@openshift-ansible/playbooks/aws/openshift-cluster/vars.yml,3,0,0,0,0,0,3
2019-03-09 02:06:12.141527, /home/brokenquark/repo-ansi/carlosthe19916@openshift-ansible/playbooks/adhoc/zabbix_setup/setup_zabbix.yml,2,0,1,0,0,0,3
2019-03-09 02:06:12.151902, /home/brokenquark/repo-ansi/carlosthe19916@openshift-ansible/playbooks/adhoc/zabbix_setup/clean_zabbix.yml,2,0,1,0,0,0,3
2019-03-09 02:06:12.157474, /home/brokenquark/repo-ansi/carlosthe19916@openshift-ansible/playbooks/adhoc/zabbix_setup/create_app.yml,2,0,1,0,0,0,3
2019-03-09 02:06:12.164200, /home/brokenquark/repo-ansi/carlosthe19916@openshift-ansible/playbooks/adhoc/zabbix_setup/create_template.yml,0,0,0,0,3,0,3
2019-03-09 02:06:12.167153, /home/brokenquark/repo-ansi/carlosthe19916@openshift-ansible/playbooks/adhoc/zabbix_setup/create_application.yml,1,0,0,0,0,0,1
2019-03-09 02:06:12.172987, /home/brokenquark/repo-ansi/carlosthe19916@openshift-ansible/playbooks/adhoc/zabbix_setup/vars/template_heartbeat.yml,3,0,0,0,0,0,3
2019-03-09 02:06:12.178237, /home/brokenquark/repo-ansi/carlosthe19916@openshift-ansible/playbooks/adhoc/zabbix_setup/vars/template_node.yml,3,0,0,0,0,0,3
2019-03-09 02:06:12.183590, /home/brokenquark/repo-ansi/carlosthe19916@openshift-ansible/playbooks/adhoc/zabbix_setup/vars/template_router.yml,3,0,0,0,0,0,3
2019-03-09 02:06:12.188699, /home/brokenquark/repo-ansi/carlosthe19916@openshift-ansible/playbooks/adhoc/zabbix_setup/vars/template_master.yml,3,0,0,0,0,0,3
2019-03-09 02:06:12.232198, /home/brokenquark/repo-ansi/carlosthe19916@openshift-ansible/playbooks/adhoc/zabbix_setup/vars/template_os_linux.yml,59,0,0,0,0,0,59
2019-03-09 02:06:12.238063, /home/brokenquark/repo-ansi/carlosthe19916@openshift-ansible/playbooks/adhoc/zabbix_setup/vars/template_host.yml,3,0,0,0,0,0,3
